NAME,STATE_NAME,FIPS,HR60,HR70,HR80,HR90,UE60,UE70,UE80,UE90,DV60,DV70,DV80,DV90,MA60,MA70,MA80,MA90,DNL60,DNL70,DNL80,DNL90,MFIL60,MFIL70,MFIL80,MFIL90,FP60,FP70,FP80,FP90,BLK60,BLK70,BLK80,BLK90,GI60,GI70,GI80,GI90,FH60,FH70,FH80,FH90
Orleans,New York,36073,1.9516574451,5.3612116338,2.5976724855,5.5760008922,9.4,6.7,8.2746078654,7.948691531,1.0511146902,1.7306946061,4.1241466676,6.5968977761,31.1,28.0,30.5,32.5,4.4573671622,4.5454684337,4.5890906806,4.6720214369,8.6319494287,9.2220712949,9.9211309877,10.391883501,18.5,6.9,7.5636864365,6.8542769574,4.2799847771,5.2834740651,5.1641729011,6.5812741959,0.2561532639,0.3218731075,0.3213532828,0.3381181025,10.633563649,8.8,10.199665585,12.398996935
Monroe,New York,36055,1.8190489671,4.9163034455,5.268868959,7.4233018847,4.6,3.1,5.729119652,4.9873945857,1.3205952489,1.760031362,4.4733495202,6.0461885092,32.1,28.2,30.1,33.0,6.7670225693,6.9610039197,6.9648002804,6.9874147563,8.8744479672,9.4270633555,10.096419288,10.660196215,10.5,5.0,6.4723253837,7.749279414,4.1242387706,7.334843809,10.116370803,11.91103803,0.2500054679,0.3112186625,0.3400722614,0.3532072759,11.693168037,10.0,15.060517249,18.046615955
Wayne,New York,36117,5.3930292645,4.6177354625,2.36459725,4.4881792579,7.6,5.2,7.877068804,5.5571539228,1.0227703186,1.4656724094,4.3131250611,6.4672545989,30.9,27.9,30.1,32.9,4.7202212203,4.8754240377,4.9400712005,4.9938674481,8.6424151562,9.2579870254,9.9225546153,10.527606147,18.3,5.9,6.7811853584,5.844021085,2.2312432894,3.2152032643,3.225310649,3.1338711668,0.255441704,0.3082640927,0.3199310547,0.3404963547,9.1052185495,6.9,10.432592859,12.514008218
Lapeer,Michigan,26087,0.0,4.456242878,1.4277963391,3.1207646765,4.8,5.3,11.905248111,8.3648814163,1.7559815307,1.9960530025,4.3005921993,7.0521509595,26.7,24.8,26.8,31.8,4.1544565072,4.3767123871,4.6675882996,4.7385793031,8.5720600929,9.2484065728,10.042553601,10.572239576,22.4,8.3,6.0947574993,6.3613861386,1.1186375996,0.6474284296,0.2327308033,0.645998288,0.2687118846,0.319737005,0.3240755644,0.3391033348,8.2490686535,6.2,8.6795626577,9.4603960396
Kent,Michigan,26081,1.8356016781,4.054715959,6.074158729,4.3944541988,5.3,5.8,6.8670532971,5.2744891092,2.3506391414,2.7691658297,5.498697199,7.5636262822,27.8,25.9,28.1,30.7,6.0492352135,6.1730176251,6.245695607,6.371120588,8.7528975248,9.277064004,9.9772025904,10.539614545,12.9,6.6,6.7270768536,6.9394132018,4.0282278826,5.6139975282,7.0775197635,8.0526375714,0.2387712711,0.323359213,0.3500670014,0.3469828853,10.010166575,9.8,13.884207051,15.419726896
Dane,Wisconsin,55025,1.6509451661,1.9521919671,2.3695827989,1.9069152921,2.1,2.9,4.7592850406,3.1593106112,1.7319879811,2.0569390188,4.9573315111,6.6894915207,25.8,24.0,27.5,30.7,5.2216173422,5.4901649147,5.5932736647,5.7214402172,8.7823228594,9.3286565988,10.044292429,10.634147257,12.8,5.4,4.7104659648,4.8428090582,0.7253652716,1.076231948,1.7580243861,2.8633695193,0.2479524257,0.3280221268,0.3339427859,0.3294135736,9.7210773507,8.5,11.599603878,12.767613858
Onondaga,New York,36067,1.2607518494,2.3968896832,4.0955337127,4.0514059445,4.2,3.9,6.9485185773,5.1498738408,1.2314892428,1.6942459803,4.2345869605,5.8882092772,30.0,27.3,29.7,32.8,6.3391284646,6.3894183082,6.3824208304,6.3986220154,8.8085186188,9.29007534,9.9627936584,10.566587812,11.1,6.6,6.6420790512,7.0785027599,2.7816125647,4.8046358666,6.4918520435,8.0439598868,0.2424323087,0.3272701747,0.3407966144,0.3537896886,12.047148057,11.3,14.652450347,16.943777998
Genesee,Michigan,26049,4.630705675,9.9493778647,10.360033359,14.867850364,6.0,5.3,13.749617202,10.913070514,2.5246122946,3.2777321783,6.7846013409,9.2725313998,26.1,24.5,27.5,32.0,6.3682593211,6.5425639778,6.5540350855,6.5116080438,8.7546340474,9.3284789,10.07394737,10.512165576,12.2,6.7,9.2692119184,14.023033746,9.7653568003,13.541178081,17.494544332,19.573757315,0.2309178347,0.3091988659,0.345642976,0.3893693547,8.6405492643,9.8,17.461846575,22.549455815
Ottawa,Michigan,26139,0.6753174836,1.8203425885,1.0603959094,1.2426682573,3.8,5.3,5.912184355,4.1239682603,0.9725544505,1.3451451218,3.0707539703,4.9649430324,25.0,24.1,27.4,30.3,5.1667530813,5.4279189784,5.6245730959,5.8048985349,8.6860917279,9.253878674,10.001430627,10.606015595,13.3,4.6,4.2847470742,3.7861514461,0.2137379836,0.2753918287,0.4021021289,0.5309743939,0.21504814,0.2920616499,0.3114310093,0.3135650697,7.4494428395,6.1,7.619208821,8.3603344134
Jefferson,Wisconsin,55055,0.0,1.11000111,3.0233401862,0.4917653886,2.9,3.0,4.9755914382,3.8396370791,1.3045204469,1.8353675323,3.6565977742,6.602974035,31.9,28.1,29.4,32.8,4.4866022679,4.66804509,4.7683865053,4.801321948,8.6287345661,9.203819155,9.9476958072,10.48433352,19.8,6.5,4.9682502352,4.7806745875,0.0399249411,0.1398601399,0.1602370299,0.2788309753,0.2509079029,0.3168605655,0.3271556911,0.3217886991,9.316918189,7.0,7.6787394167,9.797848978
Waukesha,Wisconsin,55133,0.421277017,1.440911809,1.7836376219,0.7657428526,2.8,3.1,4.5155280373,2.869474343,1.3500164636,1.4419601363,3.0464960939,5.2999402458,27.0,25.4,29.7,34.0,5.6529569071,6.0344574687,6.2260024342,6.3070835816,8.8804464507,9.4565752545,10.227308672,10.801532844,8.7,3.2,2.3564620715,2.1830136468,0.0922596667,0.1564830225,0.2614812754,0.3596803571,0.2362447308,0.2858917808,0.3118576215,0.2931362307,6.2002729356,5.5,7.0424244058,7.9007119037
Milwaukee,Wisconsin,55079,2.3486843989,5.5964008503,7.8412028612,15.185079009,4.1,3.7,5.7160005354,6.8305748747,2.5469843671,3.2898810449,6.1516766788,8.3435296692,30.5,29.1,30.0,32.3,8.3828571352,8.4002790819,8.2930014719,8.2866496037,8.8492270214,9.3032841176,9.9968868168,10.4337628,9.8,6.4,8.0253756585,12.553554707,6.0831569407,10.05768087,15.485684796,20.376847098,0.2353104339,0.3156038358,0.346721869,0.372418303,11.726035949,11.8,18.388856072,24.152033214
Madison,New York,36053,3.6606570879,2.1209807415,0.5116398056,0.9645061728,6.9,5.4,8.0272785395,5.1156027338,1.0049466285,1.6626973626,4.0831508038,5.3912845947,27.0,24.2,27.5,31.0,4.4146761422,4.5549751019,4.597981962,4.6575910652,8.6035543571,9.1737801167,9.8250934851,10.423590013,18.7,8.1,8.8597106253,6.4961871452,0.6003477624,0.6156146602,0.7244819647,1.087962963,0.2549743493,0.332742364,0.3457167819,0.3536999873,10.181846083,8.2,11.422015425,11.839917436
St. Clair,Michigan,26147,1.2437694922,3.6329085625,1.9212019039,2.7471206741,8.2,7.3,13.121025521,8.305234884,2.1288610311,2.6066931256,5.3078041687,7.7735680024,28.4,27.0,29.0,32.9,4.9990516338,5.0907199208,5.2418860717,5.3031847288,8.6208322262,9.2222689428,9.9579283882,10.482289531,20.5,8.5,7.9937176745,9.1858663601,2.2322552961,2.2660965795,2.020143802,2.0514123634,0.2583244126,0.3318975074,0.343008966,0.3643219679,10.398196844,8.5,12.066397682,14.158628617
Shiawassee,Michigan,26155,0.6236824708,2.1138855859,2.8113578859,1.9110410396,5.9,5.9,11.503663587,8.9667715581,2.0072578816,2.2664244047,4.725037912,7.241056085,26.9,25.0,27.7,32.5,4.5948579378,4.760510634,4.8800954394,4.8636149524,8.6552144893,9.2618886339,9.9867711567,10.450365414,16.8,7.0,6.8587834964,8.4185270186,0.0729708491,0.0475624257,0.0941804892,0.1332951125,0.2376596128,0.3060539334,0.3233163525,0.3382671813,8.4713996551,6.8,10.139302425,11.725432923
Genesee,New York,36037,1.852057636,1.7029392732,1.1223344557,3.33000333,7.2,5.3,7.2917038996,5.1777916407,1.0794734813,1.4758144126,3.7652065313,5.7714695084,30.2,28.1,30.4,33.3,4.6800221072,4.7639636216,4.7880979871,4.8003614157,8.6823685894,9.210740292,9.9221130167,10.476780805,15.1,5.4,6.6821017429,5.4222499221,1.3723747083,1.7369980586,1.8888888889,1.7732267732,0.2339189781,0.3013519271,0.3262955841,0.3301439219,10.694434151,8.3,10.656633867,11.561234029
Ionia,Michigan,26067,1.5456428329,2.1811202233,2.5732574222,2.9227459783,5.4,7.0,10.565052232,7.7444260616,2.5527950311,2.8840986445,5.4175737186,8.5040636641,26.5,24.5,26.4,29.9,4.3176504192,4.3787168154,4.4975926951,4.5999928149,8.5352295539,9.1667019149,9.9053358434,10.421596588,21.9,7.5,7.4314292412,8.8266876655,2.5062598535,2.3948700052,3.1689665155,5.2662037037,0.250647813,0.3145979941,0.329620026,0.3403795697,8.983935332,7.3,10.713448464,11.267807288
Clinton,Michigan,26037,0.8779091715,0.6873986087,2.3855104098,1.7276229636,5.6,4.2,6.9383003492,4.8371207146,1.5247364152,2.0112429731,4.1545990213,6.3531047266,24.8,24.1,27.6,32.3,4.1953863249,4.4400151235,4.5801342061,4.6179145275,8.636929873,9.3069224698,10.059122844,10.602467688,18.7,5.2,4.4245385451,4.3042415889,0.1158840106,0.0886744205,0.3023634444,0.3766218061,0.2470490384,0.2933779385,0.3042128709,0.3234630378,7.7384196185,6.2,8.1161780673,8.4205250298
Erie,New York,36029,1.9097926654,6.1967272299,6.7292188591,5.3345337755,6.7,4.7,9.4582875395,6.9925068263,1.1365171249,1.7062993996,4.2560857462,5.9003650277,31.3,29.6,31.8,34.7,6.914056744,6.9588750706,6.8784222904,6.8320517602,8.763271714,9.2555049239,9.9384202391,10.464844681,12.6,7.0,8.2727523348,9.3692925611,7.0330463009,8.9123306789,10.137847228,11.342113632,0.2406816293,0.3215128959,0.3471889707,0.3707272408,12.797404738,11.8,16.195047527,18.734283155
Ontario,New York,36069,0.0,2.1137448372,0.7498303509,1.7525227565,6.4,4.4,6.5981985417,5.0929554819,1.3645545616,1.5510948905,4.7508828155,6.6602660815,31.2,28.4,30.6,34.1,4.6497822242,4.7967802678,4.9276699276,4.9943751124,8.6541686464,9.2601776068,9.9288628589,10.556619705,15.8,6.5,5.7446622331,4.9885456987,1.4103129132,1.5992593438,1.6398789774,1.8065004574,0.2374104148,0.3165521318,0.3190665016,0.3339204851,11.327412094,8.6,10.741162058,12.291650209
Seneca,New York,36099,0.0,0.9501277922,0.9881520568,0.0,7.0,4.5,6.6416781745,5.8921829548,1.2692411558,1.7601760176,4.6283968987,6.8968198429,33.5,31.4,31.7,34.7,4.5499451613,4.6663793072,4.6350492008,4.6412310953,8.6638875706,9.1701431822,9.8385756284,10.412741943,15.1,7.4,6.498688861,7.6499724821,1.0192596298,1.1544052675,0.9990217295,1.597244901,0.2320167778,0.3101269078,0.3238809137,0.3499972595,10.793909734,8.2,10.22688405,12.151898734
Livingston,New York,36051,0.756664321,1.2336312553,4.093136395,0.0,5.0,3.9,6.8865963508,4.9339598679,0.9562483626,1.3551002988,4.0146160873,5.8908842725,29.9,26.1,27.9,31.2,4.2348104501,4.4391600134,4.5009154283,4.5916659359,8.6317710961,9.2610334863,9.8830807428,10.504492032,18.2,6.2,6.8193274285,4.73574045,1.904524096,1.7505227512,1.1682980739,2.4257679728,0.2477484663,0.3088801454,0.3164920862,0.333016219,11.034414752,8.3,11.77360121,11.401098901
Macomb,Michigan,26099,1.4785462933,2.9276934247,5.0388712928,4.3211597435,6.8,4.8,9.8900644735,6.1263486835,1.4918289538,2.2181271519,5.0075635887,7.120222114,24.8,24.6,29.2,33.9,6.7398394595,7.1736453717,7.2723177739,7.3087697539,8.8665816533,9.4809780098,10.191144625,10.705175187,9.4,3.6,3.9136764115,4.0068959906,1.5431094814,1.2091906152,1.3161531817,1.4496793978,0.2318298696,0.2697922779,0.3077905069,0.3217793993,6.3816311964,6.6,10.923529859,13.199515857
Oakland,Michigan,26125,2.0282241883,5.1769469451,4.8099430088,5.7217107546,5.2,5.3,7.4322425375,5.2684915808,1.8283463854,2.4909501682,5.9032364597,7.6225861244,26.8,26.7,30.3,33.8,6.6797831917,6.9538186002,7.0531249683,7.1242001522,8.9327406349,9.5340891505,10.268234827,10.839188678,9.2,3.8,4.0566236279,4.4096452045,3.3358492971,3.132493493,4.7402976696,7.1510310154,0.2545541942,0.3153736855,0.3554524816,0.325105043,7.0764441812,7.3,11.253466056,13.049033537
Wyoming,New York,36121,0.9580471168,5.3067289323,0.0,3.9209228284,5.9,5.0,8.9327691584,5.7630459591,2.0439645199,2.5276571909,4.232226575,5.0160265422,31.4,28.6,29.7,32.4,4.0635807422,4.1435062664,4.2057810672,4.2722296482,8.599326021,9.1617801814,9.801454827,10.356217853,19.6,6.4,7.101708383,6.3933809703,2.3194320697,3.056675865,2.5567113673,4.8580233844,0.2467183011,0.3160308648,0.3247151051,0.3286452477,9.9566563467,7.8,9.2967818832,11.677322302
Green,Wisconsin,55045,1.2894407695,0.0,1.1106668444,0.0,2.1,2.0,5.8799784715,3.9764996908,1.5511661645,1.5621679065,3.910765896,7.088206842,31.6,30.8,30.6,34.4,3.7884927167,3.8213312043,3.9406509469,3.9502883097,8.5237715068,9.1224922814,9.9029874275,10.393416351,23.8,7.2,6.6460778258,6.0591545923,0.0193416115,0.0486636221,0.0399840064,0.0758100135,0.2742725218,0.3476237842,0.3675674335,0.3339197948,9.2403714416,6.8,7.7702285361,10.465812478
Rock,Wisconsin,55105,1.4631048841,3.2835745498,2.1517716253,2.8671779801,3.0,5.2,14.870882898,6.1556554825,2.0484851648,2.4461490434,5.0379667152,8.1143965099,28.2,26.2,28.9,33.0,5.0625511408,5.2096907657,5.2612839195,5.2659461468,8.699681401,9.2429043628,9.9906739142,10.480241356,14.0,5.6,5.6721373942,7.7819260201,2.0138175625,2.3982723346,3.3682398508,4.7580818579,0.2289053178,0.2981585525,0.3218794204,0.3394314259,8.8317107093,7.5,10.358999483,14.189636455
Walworth,Wisconsin,55127,0.0,1.0507954522,1.398464486,0.4444444444,3.5,4.9,6.4762288709,3.9074718733,1.719699874,2.1744780386,4.3586227345,6.6696539363,30.3,26.4,29.5,33.1,4.5434857568,4.7353476661,4.8573220457,4.9055548176,8.6468169592,9.1785400594,9.9425159395,10.494740425,19.2,7.5,5.1413881748,5.0052465897,0.3017109685,0.4523674422,0.5859566196,0.6053333333,0.2607897988,0.3455570577,0.332185804,0.3360397767,9.0360525512,8.3,10.16791555,10.792235047
Racine,Wisconsin,55101,2.3510437459,4.4876822877,5.1983457709,5.9036149167,4.3,4.6,6.1200047433,5.9279734993,2.0027786684,2.554782791,4.9684693293,7.4131406949,28.5,26.1,29.0,32.9,6.0419559622,6.2283880877,6.2491727088,6.2642927745,8.8131410083,9.3022812457,10.078952322,10.545104569,10.7,5.6,5.516406078,7.8915700804,3.7304011116,6.1883187581,8.0250906823,9.7118274164,0.2320555112,0.3041888857,0.3231695635,0.3439299844,9.6026114107,8.7,12.519268884,16.087149281
Cortland,New York,36023,0.0,2.1789340655,3.4139014065,2.0423585156,6.3,4.5,8.7172090508,6.2254741661,1.1027532316,1.7841269841,4.177294111,6.2157827794,28.4,25.3,27.1,30.3,4.4054795325,4.5154895489,4.5806874255,4.5848122715,8.6134120492,9.1206344589,9.7413215019,10.389518308,18.0,8.5,9.3904877837,7.5780337172,0.1532362027,0.298513967,0.643179025,0.7107407634,0.2457437528,0.334374491,0.3443736995,0.3486195245,11.314274169,9.4,11.633770976,13.386746787
Livingston,Michigan,26093,2.6155415479,1.6958637882,1.329491104,1.1529537233,5.7,4.7,9.7256257658,4.764460055,1.9647590831,2.3087103573,4.764390713,6.6423077791,27.0,25.5,28.2,32.9,4.2023153046,4.635594253,5.1626593891,5.3154550366,8.6612935354,9.3545272923,10.17880601,10.817976662,18.3,5.1,4.2665443285,3.0207479347,0.5989590145,0.8343649838,0.4766225608,0.5819533918,0.255441704,0.3105415014,0.3196060477,0.3063444887,7.7934573445,5.9,7.6308445158,8.2077316012
Ingham,Michigan,26065,2.2085920541,3.7031503594,3.8714672861,4.9660887085,4.4,5.5,7.655929069,6.7538343813,2.1192458715,2.5358790906,5.9140305678,7.7285873613,25.4,23.1,25.3,28.4,5.9348657998,6.1462756273,6.1990145743,6.2228430536,8.7629589208,9.3228651628,9.9952003605,10.528382659,12.8,6.5,8.4370568773,11.047464428,3.5244396486,5.505307636,7.7243031359,9.8743579557,0.2461895504,0.3274831247,0.3570288701,0.3773604981,9.4076450565,9.8,16.108397668,18.999555835
Allegan,Michigan,26005,1.1548210893,2.5034422331,2.4523327816,2.2097249997,4.6,5.7,8.4635872051,6.1324666592,1.543048436,2.1938082936,4.5915104184,7.28909496,26.6,25.8,28.5,31.9,4.2469201524,4.3894896372,4.5850802923,4.694795465,8.6183046928,9.1387369531,9.9115549236,10.44865663,19.2,9.6,6.6997631627,6.8387308894,1.2783869459,1.6342470897,1.8036907608,1.5998408998,0.2388567052,0.3189464588,0.3318675683,0.3366896232,8.2010766972,7.0,8.7037711787,11.186914351
Eaton,Michigan,26045,0.0,0.967698233,2.641399791,1.4355595273,4.7,3.9,7.231886043,5.2919925364,1.6310632341,2.1115554982,5.0602334044,7.3884460992,26.6,24.9,28.3,32.9,4.466049019,4.7929061303,5.0270938468,5.08207751,8.6692273473,9.3431214832,10.109444252,10.613737641,17.6,5.4,4.9060631939,5.2788251637,0.1811448354,0.4136909946,2.2493405934,3.5637765264,0.2489026793,0.3008618485,0.3115439686,0.3294798364,7.0311873647,6.0,9.3253629377,12.157174042
Barry,Michigan,26015,2.1005314345,2.6201331028,0.0,0.6659075321,5.0,5.1,8.7856440511,6.8577991059,2.0594131584,2.5818968734,5.1247589552,7.9182429592,28.6,28.0,30.0,33.8,4.0481052934,4.2325356592,4.4035090977,4.4997896933,8.6290922839,9.180190395,9.9355190234,10.437814836,20.5,8.8,6.6027944112,6.9380203515,0.0598651459,0.0890845255,0.1441646098,0.20776315,0.2519799228,0.3239793862,0.3335759347,0.3420153002,7.6022671267,6.9,8.0958083832,8.9945207429
Yates,New York,36123,0.0,1.6808700183,1.5533497988,0.0,5.8,4.1,8.1391704106,6.3703024748,1.170246874,1.6773406526,4.464633355,6.216505895,32.1,29.0,31.9,34.8,3.9939388176,4.0572712017,4.1478993094,4.2113168788,8.4761628419,9.1123967276,9.7046706932,10.276222836,25.3,8.5,10.27591086,8.8225701239,0.6500483507,0.9127124199,0.6058064215,0.6488382288,0.2663436313,0.3149195453,0.3577253274,0.3649357505,11.054094505,8.2,10.965688008,10.502283105
Chenango,New York,36017,0.7708376693,0.0,2.7021184609,1.2877968372,4.6,5.3,7.1963882619,6.1328654598,1.4377548904,1.6833513996,4.8214984077,6.857232115,30.6,28.6,30.7,33.9,3.8622455554,3.9386422917,4.0071812026,4.0583743743,8.5769703955,9.1029778536,9.7069859322,10.321803073,21.3,8.4,9.1637495138,8.7719298246,0.4717526536,0.4917184265,0.4762483787,0.7417709782,0.2587028842,0.3298330048,0.3374408399,0.3646653183,10.132200189,8.7,10.283936212,11.79377014
Kenosha,Wisconsin,55059,0.9938875913,3.9575859856,4.331219157,3.1205872945,3.1,4.3,7.28721174,6.7999127617,1.9129438717,2.5044369947,5.5601569311,8.348499111,28.8,27.0,29.4,32.5,5.9132545646,6.0719341998,6.1130473164,6.1524596806,8.8415928468,9.247539813,10.050225109,10.48170076,10.3,5.7,5.6018332146,7.5561666277,0.9511504249,1.6367444898,2.3437309663,4.1308774311,0.2378760062,0.3001086778,0.3196941301,0.3410097371,9.3856454834,8.7,12.931595083,14.615024573
Tompkins,New York,36109,0.5037986418,0.0,0.7655355878,3.5424437903,3.4,3.1,4.673650282,4.3131388681,0.9285410299,1.2385202432,3.7187421243,5.0633564737,24.7,23.3,25.2,27.2,4.9219476733,5.0744474104,5.2073331069,5.2864535279,8.7376130368,9.2347402588,9.8410800924,10.54202014,14.3,5.6,7.8353692088,8.2419304293,1.8756423433,2.4018997197,3.1245335018,3.3284801853,0.2587472572,0.3416083067,0.3607837782,0.3775760182,10.544635545,8.4,11.764058545,13.752219785
Steuben,New York,36101,3.0709072484,2.3439749797,3.3596393091,1.0092039399,4.7,4.7,8.1644091546,7.3885268116,1.8273265677,2.2811610045,5.0482819335,7.5717803697,30.8,29.0,31.3,34.4,4.2382197317,4.2570301445,4.26355511,4.2647640351,8.6317710961,9.1140497117,9.7889180978,10.316027574,17.9,7.9,9.1231144294,10.014716426,0.8086722421,0.8759769353,0.9000473709,1.1636121427,0.2437291761,0.3316094011,0.34229071,0.3700748449,10.586066776,8.4,10.879171111,12.690087167
Chautauqua,New York,36013,0.9171556253,2.7154543295,1.3612387272,2.1142394024,6.3,4.9,7.3503776874,7.3122441384,1.4269108982,1.9453585964,4.6070460705,7.1309928275,32.7,30.7,31.6,34.3,4.9014438296,4.9146187286,4.9278868616,4.8948392671,8.635153989,9.0867027315,9.7734358132,10.306482947,17.1,8.5,8.0744859692,9.9068065903,0.8660241992,0.9870676488,1.2938574102,1.6949152542,0.2313304308,0.3338456064,0.3402088014,0.3579723276,10.556591631,9.4,11.684986422,13.933616385
Schuyler,New York,36097,4.4314455375,3.9831909343,3.7694598364,0.0,5.2,5.1,9.2249478079,7.2797369316,0.9596928983,2.0082389289,4.647583872,7.4794209481,29.7,28.4,31.1,34.7,3.8196418651,3.9262844621,3.9832558274,4.0390991691,8.5253597541,9.0351533041,9.7243010762,10.292552239,18.2,8.9,8.3209824264,7.3372781065,0.7045998405,0.4779829121,0.4071016623,0.841281749,0.2176525593,0.3270515887,0.3094732746,0.3342921689,9.7808658471,7.3,8.7020961253,12.189349112
Cattaraugus,New York,36009,2.0784748983,1.2244997918,3.5007059757,1.1871690766,5.8,6.0,8.5715812537,7.589733049,1.3609125695,1.7420869992,4.3655941879,6.7673086934,30.4,28.3,29.8,33.2,4.0961794595,4.1265223225,4.1837722216,4.1636478418,8.5782882908,9.0485270758,9.7345362147,10.246296811,18.5,9.5,10.456621005,9.8019438841,0.6148128749,0.6465358901,0.717644725,0.898686991,0.2400715114,0.3263187881,0.3398276553,0.3606055223,11.900172466,9.9,12.228310502,13.841004951
Allegany,New York,36003,1.5159094699,0.7174939372,1.9326659194,1.3209167162,7.9,4.3,9.4686036057,7.9985982741,1.0888700528,1.2923879535,3.5021856518,5.455850682,27.4,24.6,26.4,31.1,3.737760577,3.7926197467,3.9146742692,3.8915290784,8.4821875822,9.0705034268,9.6929516893,10.241957792,25.9,9.7,10.538698686,11.044679648,0.2319341489,0.3121098627,0.311159213,0.6043193977,0.2668655175,0.3332078496,0.3336848517,0.3636936542,10.775737768,7.9,9.540808048,11.060838652
Stephenson,Illinois,17177,3.6069570989,3.4110367505,2.0187338501,0.6936929438,3.0,2.5,4.9166600207,5.598502726,1.8209996126,2.1753460778,4.7640199889,7.0972440063,31.8,29.9,31.5,35.0,4.398765162,4.4546133925,4.4745145734,4.4444530119,8.6081301864,9.2090395262,9.9389994735,10.43579087,22.2,7.5,5.4739948359,7.5261584454,3.1272318047,4.8668672356,5.4647125323,6.4118038791,0.2687852688,0.3118479778,0.3218747881,0.3449742112,9.7777777778,8.1,9.6643305053,11.77877429
Winnebago,Illinois,17201,1.7479878276,4.730567168,6.2445858112,7.2488695059,4.1,4.0,6.7635747239,5.1976218643,2.2268262293,3.2646887171,6.3595458875,8.8770462218,28.4,27.0,29.6,33.4,6.0018392523,6.1637122506,6.1874146888,6.1989667504,8.8101612683,9.310728546,10.042901608,10.524037158,11.8,6.5,6.5376779048,7.7090793577,4.087431173,6.4742542261,8.3871430621,9.195256867,0.2367113151,0.309029567,0.3299453629,0.3536796993,8.992207984,8.7,11.564372927,14.894016403
